XS		109		833
XT		247		477
XU		305		675
XV		366		567
XW		106		149
XX		9		387
XY		468		702
XZ		701		804
YA		381		382
YB		38		198
YC		82		803
YD		617		694
YE		313		402
YF		529		566
YG		28		709
YH		20		481
YI		376		897
YJ		167		261
YK		160		581
YL		144		363
YM		27		423
YN		20		322
YO		81		868
YP		6		12
YQ		3		9
YR		256		656
YS		230		373
YT		147		227
YU		49		188
YV		0		1
YW		99		529
YX		545		769
YY		520		580
YZ		353		464
ZA		4		141
ZB		458		698
ZC		361		418
ZD		26		56
ZE		33		93
ZF		738		787
ZG		450		627
ZH		14		931
ZI		601		782
ZJ		9		816
ZK		346		361
ZL		62		260
ZM		121		273
ZN		294		829
ZO		5		93
ZP		414		939
ZQ		237		440
ZR		492		653
ZS		488		675
ZT		140		567
ZU		515		584
ZV		81		255
ZW		491		964
ZX		339		388
ZY		229		292
ZZ		416		756
BAA		191		911
BAB		2		140
BAC		294		542
BAD		78		161
BAE		186		238
BAF		152		996
BAG		1		298
BAH		82		122
BAI		72		84
BAJ		5		44
BAK		27		104
BAL		159		312
BAM		197		237
BAN		990		1000
BAO		142		438
BAP		57		207
BAQ		232		854
BAR		3		86
BAS		336		814
BAT		283		360
BAU		68		770
BAV		221		274
BAW		44		906
BAX		250		473
BAY		560		798
BAZ		289		329
BBA		43		180
BBB		656		841
BBC		92		640
BBD		347		353
BBE		376		792
BBF		957		972
BBG		230		279
BBH		52		757
BBI		101		773
BBJ		186		465
BBK		2		4
BBL		27		869
BBM		477		723
BBN		377		456
BBO		100		416
BBP		488		604
BBQ		353		549
BBR		172		186
BBS		38		76
BBT		206		897
BBU		509		983
BBV		204		534
BBW		130		648
BBX		652		841
BBY		543		890
BBZ		2		555
BCA		12		680
BCB		122		710
BCC		486		612
BCD		160		355
BCE		50		399
BCF		139		327
BCG		747		871
BCH		171		867
BCI		91		148
BCJ		335		446
BCK		414		961
BCL		318		334
BCM		113		340
BCN		59		115
BCO		15		250
BCP		348		585
BCQ		35		70
BCR		16		184
BCS		182		238
BCT		155		403
BCU		388		747
BCV		128		423
BCW		131		678
BCX		543		554
BCY		246		388
BCZ		809		929
BDA		75		513
BDB		174		307
BDC		230		455
BDD		713		762
BDE		96		633
BDF		29		493
BDG		296		340
BDH		7		11
BDI		263		704
BDJ		98		432
BDK		641		917
BDL		370		723
BDM		541		578
BDN		67		285
BDO		503		748
BDP		236		390
BDQ		18		32
BDR		568		662
BDS		705		853
BDT		306		931
BDU		838		841
BDV		246		535
BDW		114		158
BDX		31		372
BDY		353		447
BDZ		332		783
BEA		0		1
BEB		535		650
BEC		130		714
BED		603		933
BEE		37		329
BEF		194		241
BEG		142		533
BEH		304		913
BEI		206		462
BEJ		381		555
BEK		227		279
BEL		96		884
BEM		263		559
BEN		243		286
BEO		72		376
BEP		120		467
BEQ		137		147
BER		107		159
BES		181		460
BET		551		933
BEU		235		373
BEV		60		761
BEW		109		917
BEX		39		165
BEY		434		819
BEZ		230		409
BFA		309		784
BFB		165		473
BFC		13		48
BFD		132		233
BFE		37		266
BFF		332		565
BFG		3		231
BFH		801		927
BFI		276		382
BFJ		189		242
BFK		492		494
BFL		339		851
BFM		210		493
BFN		105		642
BFO		864		868
BFP		273		428
BFQ		191		701
BFR		13		94
BFS		594		970
BFT		13		29
BFU		277		397
BFV		313		891
BFW		286		780
BFX		36		787
BFY		39		441
BFZ		409		567
BGA		100		165
BGB		15		28
BGC		734		739
BGD		211		473
BGE		12		13
BGF		18		269
BGG		150		217
BGH		217		734
BGI		96		111
BGJ		568		958
BGK		159		450
BGL		708		896
BGM		14		145
BGN		377		421
BGO		434		443
BGP		717		831
BGQ		349		453
BGR		129		683
BGS		278		320
BGT		177		722
BGU		26		409
BGV		67		123
BGW		270		936
BGX		116		181
BGY		179		564
BGZ		4		142
BHA		389		645
BHB		375		826
BHC		703		925
BHD		32		297
BHE		31		747
BHF		490		893
BHG		3		5
BHH		510		577
BHI		307		358
BHJ		287		671
BHK		132		516
BHL		146		780
BHM		384		710
BHN		628		858
BHO		113		838
BHP		76		169
BHQ		48		132
BHR		123		132
BHS		156		638
BHT		66		855
BHU		83		219
BHV		356		517
BHW		150		282
BHX		375		594
BHY		725		946
BHZ		65		351
BIA		634		893
BIB		49		943
BIC		691		720
BID		396		926
BIE		8		218
BIF		746		972
BIG		53		636
BIH		44		123
BII		223		647
BIJ		363		952
BIK		280		434
BIL		111		595
BIM		18		44
BIN		226		743
BIO		384		912
BIP		126		325
BIQ		51		246
BIR		412		791
BIS		28		799
BIT		133		623
BIU		255		375
BIV		348		947
BIW		226		346
BIX		545		875
BIY		42		328
BIZ		529		542
BJA		110		131
BJB		70		612
BJC		20		89
BJD		328		408
BJE		353		840
BJF		522		723
BJG		270		729
BJH		292		790
BJI		15		17
BJJ		208		863
BJK		194		227
BJL		46		338
BJM		1		58
BJN		160		388
BJO		13		496
BJP		102		620
BJQ		826		919
BJR		240		369
BJS		100		234
BJT		805		847
BJU		215		336
BJV		278		519
BJW		320		487
BJX		457		762
BJY		463		510
BJZ		11		78
BKA		19		50
BKB		202		859
BKC		306		564
BKD		899		995
BKE		55		79
BKF		121		409
BKG		225		228
BKH		721		953
BKI		473		552
BKJ		123		947
BKK		268		541
BKL		31		66
BKM		32		460
BKN		7		191
BKO		320		554
BKP		167		312
BKQ		631		837
BKR		355		569
BKS		56		299
BKT		5		17
BKU		22		37
BKV		189		800
BKW		312		514
BKX		567		954
BKY		252		859
BKZ		152		221
BLA		851		903
BLB		700		880
BLC		269		424
BLD		500		793
BLE		696		900
BLF		246		570
BLG		538		909
BLH		330		997
BLI		79		225
BLJ		642		671
BLK		214		539
BLL		22		38
BLM		267		716
BLN		677		938
BLO		323		447
BLP		6		61
BLQ		45		188
BLR		392		669
BLS		187		294
BLT		196		328
BLU		103		348
BLV		75		407
BLW		601		775
BLX		248		525
BLY		510		981
BLZ		135		226
BMA		379		383
BMB		388		660
BMC		586		954
BMD		2		163
BME		28		69
BMF		193		241
BMG		330		752
BMH		325		616
BMI		392		670
BMJ		135		661
BMK		190		579
BML		264		778
BMM		90		243
BMN		1		4
BMO		173		267
BMP		345		414
BMQ		280		671
BMR		643		688
BMS		334		490
BMT		177		552
BMU		109		177
BMV		630		662
BMW		35		52
BMX		512		913
BMY		597		635
BMZ		29		77
BNA		153		236
BNB		25		130
BNC		219		780
BND		240		637
BNE		140		491
BNF		61		81
BNG		316		727
BNH		9		62
BNI		15		929
BNJ		864		912
BNK		101		406
BNL		258		359
BNM		62		417
BNN		133		542
BNO		475		802
BNP		13		845
BNQ		143		249
BNR		53		746
BNS		82		121
BNT		56		105
BNU		303		657
BNV		18		103
BNW		242		278
BNX		256		333
BNY		650		671
BNZ		316		403
BOA		14		309
BOB		362		751
BOC		56		64
BOD		268		307
BOE		54		613
BOF		4		31
BOG		264		415
BOH		141		341
BOI		20		133
BOJ		201		937
BOK		164		510
BOL		304		532
BOM		640		870
BON		261		598
BOO		233		617
BOP		66		256
BOQ		226		342
BOR		98		136
BOS		77		362
BOT		39		115
BOU		529		887
BOV		328		561
BOW		11		228
BOX		505		909
BOY		572		921
BOZ		81		141
BPA		460		924
BPB		13		15
BPC		27		542
BPD		329		690
BPE		111		127
BPF		745		748
BPG		45		99
BPH		298		452
BPI		39		352
BPJ		381		512
BPK		402		617
BPL		426		535
BPM		847		961
BPN		232		812
BPO		2		192
BPP		62		82
BPQ		140		547
BPR		11		442
BPS		349		754
BPT		257		618
BPU		206		215
BPV		115		416
BPW		18		802
BPX		180		269
BPY		58		511
BPZ		362		462
BQA		11		18
BQB		773		791
BQC		24		989
BQD		21		130
BQE		561		862
BQF		93		601
BQG		250		689
BQH		843		857
BQI		333		551
BQJ		47		252
BQK		10		13
BQL		100		531
BQM		14		29
BQN		19		45
BQO		94		769
BQP		319		379
BQQ		736		825
BQR		185		718
BQS		321		372
BQT		133		253
BQU		412		920
BQV		163		396
BQW		339		467
BQX		604		617
BQY		174		995
BQZ		21		264
BRA		432		467
BRB		463		813
BRC		330		704
BRD		454		625
BRE		697		776
BRF		359		412
BRG		797		843
BRH		164		317
BRI		508		684
BRJ		278		727
BRK		423		534
BRL		153		648
BRM		151		195
BRN		95		796
BRO		664		830
BRP		144		315
BRQ		84		297
BRR		276		406
BRS		18		332
BRT		305		993
BRU		135		421
BRV		7		975
BRW		719		738
BRX		507		521
BRY		13		90
BRZ		302		347
BSA		96		417
BSB		797		893
BSC		15		26
BSD		758		842
BSE		262		411
BSF		112		497
BSG		114		199
BSH		61		96
BSI		64		484
BSJ		19		273
BSK		234		594
BSL		488		529
BSM		40		95
BSN		383		750
BSO		427		679
BSP		312		506
BSQ		371		431
BSR		76		155
BSS		668		843
BST		226		489
BSU		625		874
BSV		1		17
BSW		277		297
BSX		459		777
BSY		421		531
BSZ		298		977
BTA		1		206
BTB		597		618
BTC		130		707
BTD		559		731
BTE		22		39
BTF		607		783
BTG		236		452
BTH		309		313
BTI		63		400
BTJ		516		909
BTK		25		558
BTL		26		136
BTM		459		849
BTN		114		177
BTO		215		630
BTP		306		511
BTQ		193		454
BTR		1		144
BTS		75		127
BTT		539		561
BTU		44		87
BTV		657		793
BTW		327		480
BTX		728		735
BTY		15		717
BTZ		42		119
BUA		313		679
BUB		173		361
BUC		187		203
BUD		454		822
BUE		77		962
BUF		415		923
BUG		195		338
BUH		50		906
BUI		66		466
BUJ		7		14
BUK		71		150
BUL		42		280
BUM		113		995
BUN		38		149
BUO		280		717
BUP		516		646
BUQ		60		254
BUR		461		879
BUS		38		998
BUT		34		260
BUU		181		212
BUV		618		903
BUW		15		429
BUX		246		380
BUY		422		440
BUZ		34		114
BVA		240		293
BVB		136		463
BVC		175		573
BVD		740		772
BVE		101		121
BVF		6		422
BVG		111		272
BVH		9		251
BVI		48		619
BVJ		230		527
BVK		105		311
BVL		23		38
BVM		683		883
BVN		702		751
BVO		24		666
BVP		789		940
BVQ		872		898
BVR		41		628
BVS		463		743
BVT		505		683
BVU		83		588
BVV		163		953
BVW		107		118
BVX		261		344
BVY		48		902
BVZ		625		872
BWA		28		415
BWB		264		308
BWC		495		709
BWD		110		193
BWE		42		214
BWF		47		696
BWG		420		493
BWH		303		975
BWI		23		100
BWJ		206		452
BWK		66		106
BWL		213		718
BWM		97		244
BWN		107		524
BWO		9		86
BWP		48		720
BWQ		35		144
BWR		121		839
BWS		250		286
BWT		128		405
BWU		332		401
BWV		19		21
BWW		74		830
BWX		342		711
BWY		481		660
BWZ		10		14
BXA		227		636
BXB		607		832
BXC		80		94
BXD		8		92
BXE		12		20
BXF		773		897
BXG		16		67
BXH		497		907
BXI		72		130
BXJ		158		393
BXK		303		842
BXL		382		551
BXM		207		219
BXN		367		397
BXO		292		478
BXP		91		796
BXQ		2		3
BXR		362		947
BXS		267		278
BXT		530		976
BXU		516		616
BXV		91		97
BXW		405		437
BXX		133		184
BXY		836		907
BXZ		329		498
BYA		358		745
BYB		81		736
BYC		3		98
BYD		518		542
BYE		192		501
BYF		31		91
BYG		11		34
BYH		298		415
BYI		161		991
BYJ		64		665
BYK		459		551
BYL		328		604
BYM		122		175
BYN		190		243
BYO		431		707
BYP		262		683
BYQ		55		460
BYR		149		904
BYS		624		873
BYT		287		445
BYU		343		684
BYV		590		687
BYW		817		954
BYX		349		693
BYY		375		686
BYZ		143		401
BZA		97		225
BZB		247		258
BZC		26		107
BZD		287		304
BZE		519		550
BZF		58		63
BZG		47		278
BZH		400		570
BZI		367		988
BZJ		112		295
BZK		11		346
BZL		357		741
BZM		21		27
BZN		292		1000
BZO		2		4
BZP		302		614
BZQ		454		961
BZR		674		679
BZS		38		450
BZT		224		242
BZU		158		164
BZV		72		688
BZW		459		477
BZX		1		2
BZY		72		260
BZZ		82		509
CAA		40		784
CAB		564		905
CAC		430		445
CAD		148		223
CAE		683		935
CAF		262		614
CAG		275		462
CAH		87		734
CAI		495		546
CAJ		86		833
CAK		170		992
CAL		156		573
CAM		312		620
CAN		23		36
CAO		144		454
CAP		223		333
CAQ		109		132
CAR		236		705
CAS		193		471
CAT		18		77
CAU		6		253
CAV		428		528
CAW		415		514
CAX		107		258
CAY		463		847
CAZ		100		255
CBA		16		466
CBB		211		983
CBC		45		106
CBD		107		138
CBE		51		114
CBF		41		684
CBG		339		468
CBH		11		160
CBI		682		832
CBJ		186		512
CBK		78		179
CBL		353		488
CBM		756		941
CBN		6		23
CBO		120		150
CBP		759		841
CBQ		130		518
CBR		734		966
CBS		720		964
CBT		184		716
CBU		566		645
CBV		125		243
CBW		156		181
CBX		126		667
CBY		237		360
CBZ		248		366
CCA		72		312
CCB		10		71
CCC		27		808
CCD		673		957
CCE		83		86
CCF		28		79
CCG		265		351
CCH		19		130
CCI		280		900
CCJ		159		685
CCK		1		636
CCL		442		804
CCM		308		576
CCN		34		118
CCO		22		880
CCP		83		278
CCQ		120		794
CCR		126		985
CCS		456		874
CCT		457		616
CCU		115		850
CCV		146		863
CCW		214		451
CCX		74		681
CCY		23		602
CCZ		267		282
CDA		49		443
CDB		64		865
CDC		274		736
CDD		40		283
CDE		105		359
CDF		696		841
CDG		395		738
CDH		7		9
CDI		131		299
CDJ		142		902
CDK		38		190
CDL		451		995
CDM		710		858
CDN		568		703
CDO		246		277
CDP		76		126
CDQ		14		17
CDR		86		474
CDS		159		634
CDT		238		434
CDU		142		288
CDV		2		11
CDW		141		903
CDX		28		182
CDY		250		597
CDZ		8		33
CEA		435		643
CEB		534		934
CEC		675		681
CED		267		690
CEE		276		461
CEF		500		536
CEG		329		987
CEH		229		323
CEI		469		489
CEJ		176		218
CEK		150		334
CEL		516		766
CEM		499		608
CEN		56		241
CEO		526		839
CEP		156		762
CEQ		4		17
CER		458		798
CES		780		863
CET		118		326
CEU		8		55
CEV		47		89
CEW		231		980
CEX		53		96
CEY		235		382
CEZ		10		786
CFA		146		222
CFB		1		8
CFC		668		913
CFD		200		309
CFE		63		107
CFF		321		850
CFG		126		128
CFH		212		615
CFI		5		200
CFJ		386		523
CFK		614		633
CFL		418		437
CFM		72		209
CFN		41		59
CFO		92		112
CFP		10		170
CFQ		810		884
CFR		516		725
CFS		24		41
CFT		324		834
CFU		149		202
CFV		92		781
CFW		389		785
CFX		407		826
CFY		505		606
CFZ		611		698
CGA		954		982
CGB		203		372
CGC		21		299
CGD		42		906
CGE		178		309
CGF		382		904
CGG		595		847
CGH		317		397
CGI		18		46
CGJ		424		777
CGK		454		592
CGL		366		735
CGM		18		29
CGN		1		30
CGO		61		630
CGP		32		307
CGQ		194		905
CGR		2		134
CGS		231		364
CGT		814		858
CGU		750		792
CGV		634		906
CGW		278		874
CGX		430		652
CGY		94		739
CGZ		39		50
CHA		412		620
CHB		594		807
CHC		601		611
CHD		628		993
CHE		194		225
CHF		54		628
CHG		109		266
CHH		762		980
CHI		4		340
CHJ		1		2
CHK		87		180
CHL		512		601
CHM		651		858
CHN		11		176
CHO		54		863
CHP		114		207
CHQ		534		958
CHR		175		476
CHS		251		733
CHT		53		892
CHU		184		758
CHV		743		792
CHW		42		291
CHX		54		994
CHY		347		561
CHZ		646		889
CIA		277		755
CIB		72		295
CIC		341		962
CID		159		866
CIE		434		513
CIF		15		380
CIG		84		311
CIH		59		325
CII		19		34
CIJ		637		821
CIK		249		285
CIL		7		65
CIM		94		111
CIN		104		152
CIO		451		589
CIP		36		376
CIQ		190		569
CIR		332		805
CIS		2		12
CIT		89		241
CIU		301		806
CIV		411		467
CIW		234		367
CIX		9		11
CIY		315		820
CIZ		402		539
CJA		15		63
CJB		354		382
CJC		301		565
CJD		456		636
CJE		249		294
CJF		266		726
CJG		274		806
CJH		195		332
CJI		2		135
CJJ		59		97
CJK		311		813
CJL		362		573
CJM		6		10
CJN		278		486
CJO		44		554
CJP		370		470
CJQ		183		314
CJR		14		129
CJS		62		243
CJT		302		397
CJU		52		182
CJV		712		946
CJW		378		391
CJX		573		590
CJY		372		656
CJZ		321		415
CKA		581		721
CKB		673		697
CKC		757		763
CKD		387		463
CKE		360		590
CKF		704		960
CKG		194		248
CKH		122		172
CKI		272		788
CKJ		46		965
CKK		215		974
CKL		385		387
CKM		507		853
CKN		132		177
CKO		184		236
CKP		330		520
CKQ		230		264
CKR		427		671
CKS		65		502
CKT		106		141
CKU		116		158
CKV		249		769
CKW		249		326
CKX		17		144
CKY		173		443
CKZ		144		519
CLA		423		436
CLB		101		585
CLC		130		433
CLD		181		207
CLE		95		263
CLF		277		485
CLG		372		392
CLH		65		346
CLI		48		405
CLJ		93		169
CLK		462		600
CLL		705		830
CLM		614		776
CLN		575		972
CLO		799		845
CLP		40		195
CLQ		98		458
CLR		91		360
CLS		239		445
CLT		105		181
CLU		440		497
CLV		61		788
CLW		31		194
CLX		15		35
CLY		145		155
CLZ		14		871
CMA		131		854
CMB		138		247
CMC		173		360
CMD		446		666
CME		3		78
CMF		633		653
CMG		354		383
CMH		61		156
CMI		476		885
CMJ		76		116
CMK		660		960
CML		2		226
CMM		51		72
CMN		114		198
CMO		101		398
CMP		489		711
CMQ		135		192
CMR		431		543
CMS		212		394
CMT		92		344
CMU		313		969
CMV		168		889
CMW		55		585
CMX		638		639
CMY		141		295
CMZ		449		920
CNA		36		74
CNB		34		61
CNC		2		165
CND		136		382
CNE		431		444
CNF		14		18
CNG		138		202
CNH		149		166
CNI		3		8
CNJ		285		519
CNK		110		635
CNL		232		297
CNM		43		299
CNN		288		541
CNO		341		870
CNP		14		18
CNQ		45		59
CNR		4		438
CNS		9		17
CNT		227		408
CNU		132		225
CNV		859		950
CNW		14		25
CNX		204		237
CNY		610		670
CNZ		341		628
COA		85		281
COB		555		986
COC		98		702
COD		39		751
COE		685		819
COF		35		226
COG		516		570
COH		8		35
COI		173		506
COJ		472		811
COK		112		492
COL		286		717
COM		508		842
CON		393		552
COO		439		946
COP		416		820
COQ		70		249
COR		194		339
COS		174		237
COT		352		669
COU		296		977
COV		296		882
COW		47		591
COX		879		975
COY		7		12
COZ		335		528
CPA		136		278
CPB		31		52
CPC		37		606
CPD		552		831
CPE		328		522
CPF		46		979
CPG		241		313
CPH		137		831
CPI		170		198
CPJ		700		790
CPK		251		663
CPL		54		217
CPM		492		574
CPN		508		980
CPO		370		844
CPP		568		837
CPQ		589		594
CPR		698		927
CPS		10		31
CPT		6		224
CPU		104		466
CPV		15		16
CPW		111		233
CPX		74		89
CPY		89		556
CPZ		460		555
CQA		522		792
CQB		735		982
CQC		513		835
CQD		98		778
CQE		59		907
CQF		80		545
CQG		278		388
CQH		338		525
CQI		498		822
CQJ		45		54
CQK		339		748
CQL		375		394
CQM		487		545
CQN		172		209
CQO		8		37
CQP		163		444
CQQ		98		234
CQR		52		328
CQS		122		189
CQT		620		763
CQU		101		632
CQV		170		424
CQW		44		750
CQX		39		460
CQY		99		168
CQZ		219		827
CRA		6		7
CRB		736		913
CRC		474		615
CRD		135		315
CRE		194		454
CRF		46		324
CRG		6		428
CRH		494		925
CRI		53		849
CRJ		859		901
CRK		48		145
CRL		859		904
CRM		233		360
CRN		13		246
CRO		291		470
CRP		363		476
CRQ		232		562
CRR		518		744
CRS		314		933
CRT		37		376
